Product ID,Product Name,Price
104,Product 104,171.15
105,Product 105,791.49
106,Product 106,69.45
107,Product 107,194.64
108,Product 108,97.77
109,Product 109,392.34
110,Product 110,583.12
111,Product 111,897.93
112,Product 112,918.75
113,Product 113,244.87
114,Product 114,574.52
115,Product 115,850.0
116,Product 116,783.69
117,Product 117,947.39
118,Product 118,612.0
119,Product 119,549.44
120,Product 120,92.18
121,Product 121,314.88
122,Product 122,446.71
123,Product 123,212.31
124,Product 124,627.03
125,Product 125,287.46
126,Product 126,518.0
127,Product 127,445.11
128,Product 128,640.73
129,Product 129,479.02
130,Product 130,554.05
131,Product 131,74.21
132,Product 132,805.61
133,Product 133,810.75
134,Product 134,108.11
135,Product 135,927.93
136,Product 136,813.61
137,Product 137,601.16
138,Product 138,405.59
139,Product 139,691.45
140,Product 140,57.95
141,Product 141,764.5
142,Product 142,633.8
143,Product 143,315.45
144,Product 144,669.46
145,Product 145,716.34
146,Product 146,324.24
147,Product 147,562.1
148,Product 148,538.24
149,Product 149,768.02
150,Product 150,259.96
151,Product 151,714.25
152,Product 152,415.43
153,Product 153,158.62
154,Product 154,130.6
155,Product 155,938.74
156,Product 156,621.63
157,Product 157,523.29
158,Product 158,321.18
159,Product 159,738.24
160,Product 160,446.31
161,Product 161,683.59
162,Product 162,838.25
163,Product 163,478.52
164,Product 164,112.25
165,Product 165,273.75
166,Product 166,251.03
167,Product 167,997.26
168,Product 168,832.1
169,Product 169,945.89
170,Product 170,882.85
171,Product 171,906.42
172,Product 172,493.68
173,Product 173,345.05
174,Product 174,976.77
175,Product 175,748.38
176,Product 176,255.58
177,Product 177,527.53
178,Product 178,718.24
179,Product 179,416.43
180,Product 180,965.05
181,Product 181,104.99
182,Product 182,388.57
183,Product 183,999.62
184,Product 184,411.47
185,Product 185,307.66
186,Product 186,439.65
187,Product 187,333.09
188,Product 188,633.74
189,Product 189,654.84
190,Product 190,861.65
191,Product 191,496.55
192,Product 192,651.38
193,Product 193,413.53
194,Product 194,660.66
195,Product 195,732.56
196,Product 196,245.37
197,Product 197,453.88
198,Product 198,577.66
199,Product 199,969.69
200,Product 200,995.81
201,Product 201,484.2
202,Product 202,326.95
203,Product 203,202.45
204,Product 204,797.44
205,Product 205,84.21
206,Product 206,506.75
207,Product 207,401.28
208,Product 208,857.58
209,Product 209,521.92
210,Product 210,707.95
211,Product 211,961.59
212,Product 212,511.77
213,Product 213,803.77
214,Product 214,856.33
215,Product 215,210.78
216,Product 216,760.12
217,Product 217,704.37
218,Product 218,624.59
219,Product 219,251.19
220,Product 220,503.89
221,Product 221,217.05
222,Product 222,110.31
223,Product 223,523.76
224,Product 224,223.24
225,Product 225,160.66
226,Product 226,555.68
227,Product 227,715.15
228,Product 228,574.02
229,Product 229,704.29
230,Product 230,682.72
231,Product 231,569.64
232,Product 232,989.45
233,Product 233,525.33
234,Product 234,643.48
235,Product 235,749.49
236,Product 236,191.49
237,Product 237,304.7
238,Product 238,167.08
239,Product 239,477.7
240,Product 240,723.95
241,Product 241,131.24
242,Product 242,902.2
243,Product 243,945.33
244,Product 244,842.87
245,Product 245,839.82
246,Product 246,303.71
247,Product 247,302.8
248,Product 248,694.64
249,Product 249,270.13
250,Product 250,769.12
251,Product 251,468.16
252,Product 252,907.32
253,Product 253,602.48
254,Product 254,265.93
255,Product 255,878.41
256,Product 256,747.97
257,Product 257,903.22
258,Product 258,100.98
259,Product 259,669.89
260,Product 260,391.47
261,Product 261,310.94
262,Product 262,727.96
263,Product 263,908.72
264,Product 264,812.45
265,Product 265,563.29
266,Product 266,732.62
267,Product 267,999.17
268,Product 268,604.55
269,Product 269,910.67
270,Product 270,213.2
271,Product 271,407.47
272,Product 272,114.81
273,Product 273,857.36
274,Product 274,122.96
275,Product 275,669.94
276,Product 276,934.06
277,Product 277,958.91
278,Product 278,385.41
279,Product 279,653.3
280,Product 280,351.55
281,Product 281,60.59
282,Product 282,352.17
283,Product 283,193.43
284,Product 284,801.04
285,Product 285,315.08
286,Product 286,732.89
287,Product 287,732.51
288,Product 288,566.06
289,Product 289,944.12
290,Product 290,270.88
291,Product 291,450.23
292,Product 292,128.44
293,Product 293,875.18
294,Product 294,879.01
295,Product 295,411.94
296,Product 296,656.87
297,Product 297,904.02
298,Product 298,880.04
299,Product 299,368.06
300,Product 300,768.01
301,Product 301,892.84
302,Product 302,830.27
303,Product 303,451.4
304,Product 304,361.23
305,Product 305,112.39
306,Product 306,600.95
307,Product 307,216.69
308,Product 308,251.51
309,Product 309,271.51
310,Product 310,262.39
311,Product 311,532.28
312,Product 312,435.69
313,Product 313,86.13
314,Product 314,869.53
315,Product 315,945.42
316,Product 316,854.22
317,Product 317,190.33
318,Product 318,748.4
319,Product 319,517.83
320,Product 320,501.63
321,Product 321,930.28
322,Product 322,88.37
323,Product 323,309.68
324,Product 324,756.66
325,Product 325,884.01
326,Product 326,198.14
327,Product 327,700.23
328,Product 328,709.13
329,Product 329,577.15
330,Product 330,466.98
331,Product 331,705.46
332,Product 332,719.15
333,Product 333,878.61
334,Product 334,632.51
335,Product 335,205.19
336,Product 336,883.89
337,Product 337,280.45
338,Product 338,510.13
339,Product 339,740.54
340,Product 340,649.87
341,Product 341,515.09
342,Product 342,129.64
343,Product 343,686.48
344,Product 344,967.67
345,Product 345,422.16
346,Product 346,649.0
347,Product 347,347.64
348,Product 348,759.32
349,Product 349,986.8
350,Product 350,907.11
351,Product 351,751.73
352,Product 352,459.77
353,Product 353,758.95
354,Product 354,227.99
355,Product 355,491.39
356,Product 356,447.75
357,Product 357,289.68
358,Product 358,643.63
359,Product 359,211.21
360,Product 360,625.97
361,Product 361,501.7
362,Product 362,704.34
363,Product 363,619.54
364,Product 364,539.17
365,Product 365,162.34
366,Product 366,402.48
367,Product 367,131.39
368,Product 368,428.1
369,Product 369,486.59
370,Product 370,635.77
371,Product 371,224.45
372,Product 372,360.5
373,Product 373,584.57
374,Product 374,997.56
375,Product 375,770.34
376,Product 376,784.79
377,Product 377,751.82
378,Product 378,107.4
379,Product 379,955.97
380,Product 380,685.19
381,Product 381,540.07
382,Product 382,986.65
383,Product 383,742.03
384,Product 384,284.23
385,Product 385,732.18
386,Product 386,751.06
387,Product 387,261.61
388,Product 388,372.91
389,Product 389,77.79
390,Product 390,387.44
391,Product 391,110.74
392,Product 392,641.18
393,Product 393,94.04
394,Product 394,718.03
395,Product 395,963.46
396,Product 396,638.88
397,Product 397,299.6
398,Product 398,761.11
399,Product 399,918.57
400,Product 400,845.4
401,Product 401,786.44
402,Product 402,432.76
403,Product 403,954.26
404,Product 404,294.57
405,Product 405,459.46
406,Product 406,242.6
407,Product 407,284.28
408,Product 408,644.02
409,Product 409,631.45
410,Product 410,796.45
411,Product 411,73.1
412,Product 412,545.2
413,Product 413,805.98
414,Product 414,133.08
415,Product 415,802.72
416,Product 416,544.99
417,Product 417,162.9
418,Product 418,851.5
419,Product 419,224.59
420,Product 420,334.86
421,Product 421,806.84
422,Product 422,611.16
423,Product 423,812.9
424,Product 424,298.16
425,Product 425,865.87
426,Product 426,998.33
427,Product 427,395.44
428,Product 428,620.89
429,Product 429,394.96
430,Product 430,309.71
431,Product 431,317.0
432,Product 432,167.03
433,Product 433,100.49
434,Product 434,701.17
435,Product 435,346.82
436,Product 436,731.08
437,Product 437,968.54
438,Product 438,357.43
439,Product 439,335.05
440,Product 440,655.5
441,Product 441,364.71
442,Product 442,326.61
443,Product 443,964.33
444,Product 444,862.93
445,Product 445,653.91
446,Product 446,944.34
447,Product 447,357.97
448,Product 448,799.47
449,Product 449,682.28
450,Product 450,975.85
451,Product 451,527.57
452,Product 452,410.3
453,Product 453,740.81
454,Product 454,194.2
455,Product 455,521.66
456,Product 456,482.59
457,Product 457,581.19
458,Product 458,273.59
459,Product 459,401.22
460,Product 460,915.11
461,Product 461,763.62
462,Product 462,887.97
463,Product 463,880.76
464,Product 464,726.21
465,Product 465,687.48
466,Product 466,362.18
467,Product 467,349.93
468,Product 468,925.34
469,Product 469,894.62
470,Product 470,485.03
471,Product 471,51.81
472,Product 472,386.47
473,Product 473,825.73
474,Product 474,513.38
475,Product 475,218.99
476,Product 476,560.3
477,Product 477,704.6
478,Product 478,129.75
479,Product 479,286.35
480,Product 480,973.11
481,Product 481,528.11
482,Product 482,802.13
483,Product 483,362.48
484,Product 484,326.97
485,Product 485,474.55
486,Product 486,227.93
487,Product 487,529.15
488,Product 488,762.86
489,Product 489,372.8
490,Product 490,976.58
491,Product 491,642.99
492,Product 492,135.94
493,Product 493,923.91
494,Product 494,849.24
495,Product 495,994.53
496,Product 496,315.54
497,Product 497,598.66
498,Product 498,191.23
499,Product 499,932.51
500,Product 500,761.55
501,Product 501,403.02
502,Product 502,206.78
503,Product 503,113.13
504,Product 504,436.75
505,Product 505,195.51
506,Product 506,250.99
507,Product 507,847.87
508,Product 508,579.36
509,Product 509,81.44
510,Product 510,80.0
511,Product 511,230.05
512,Product 512,269.09
513,Product 513,257.15
514,Product 514,989.01
515,Product 515,347.56
516,Product 516,261.48
517,Product 517,189.02
518,Product 518,540.65
519,Product 519,731.3
520,Product 520,347.48
521,Product 521,441.66
522,Product 522,797.42
523,Product 523,78.19
524,Product 524,838.53
525,Product 525,214.02
526,Product 526,442.0
527,Product 527,811.78
528,Product 528,561.27
529,Product 529,327.06
530,Product 530,82.04
531,Product 531,751.96
532,Product 532,702.82
533,Product 533,372.8
534,Product 534,927.15
535,Product 535,378.36
536,Product 536,322.21
537,Product 537,654.23
538,Product 538,521.4
539,Product 539,320.49
540,Product 540,173.43
541,Product 541,71.99
542,Product 542,76.07
543,Product 543,501.15
544,Product 544,388.64
545,Product 545,409.67
546,Product 546,795.03
547,Product 547,493.8
548,Product 548,494.23
549,Product 549,232.54
550,Product 550,109.65
551,Product 551,87.38
552,Product 552,152.0
553,Product 553,692.72
554,Product 554,685.88
555,Product 555,652.28
556,Product 556,167.65
557,Product 557,199.0
558,Product 558,486.75
559,Product 559,163.89
560,Product 560,480.49
561,Product 561,673.45
562,Product 562,862.54
563,Product 563,214.44
564,Product 564,433.41
565,Product 565,138.44
566,Product 566,564.93
567,Product 567,678.87
568,Product 568,968.29
569,Product 569,299.29
570,Product 570,640.38
571,Product 571,337.11
572,Product 572,53.86
573,Product 573,474.67
574,Product 574,731.27
575,Product 575,67.43
576,Product 576,70.62
577,Product 577,124.66
578,Product 578,663.73
579,Product 579,355.03
580,Product 580,810.0
581,Product 581,578.28
582,Product 582,50.69
583,Product 583,286.67
584,Product 584,892.41
585,Product 585,537.08
586,Product 586,917.64
587,Product 587,228.45
588,Product 588,661.08
589,Product 589,295.4
590,Product 590,925.39
591,Product 591,916.94
592,Product 592,187.7
593,Product 593,447.02
594,Product 594,964.93
595,Product 595,307.52
596,Product 596,568.98
597,Product 597,261.56
598,Product 598,952.95
599,Product 599,134.98
600,Product 600,445.53
601,Product 601,908.55
602,Product 602,294.78
603,Product 603,267.02
604,Product 604,535.91
605,Product 605,899.94
606,Product 606,728.64
607,Product 607,625.59
608,Product 608,366.18
609,Product 609,529.58
610,Product 610,72.78
611,Product 611,967.38
612,Product 612,736.47
613,Product 613,524.79
614,Product 614,171.73
615,Product 615,203.67
616,Product 616,893.93
617,Product 617,426.97
618,Product 618,65.7
619,Product 619,52.67
620,Product 620,473.38
621,Product 621,274.92
622,Product 622,424.11
623,Product 623,590.46
624,Product 624,352.53
625,Product 625,504.67
626,Product 626,314.22
627,Product 627,261.67
628,Product 628,173.59
629,Product 629,90.72
630,Product 630,498.82
631,Product 631,667.26
632,Product 632,801.35
633,Product 633,459.71
634,Product 634,658.93
635,Product 635,173.49
636,Product 636,254.57
637,Product 637,75.07
638,Product 638,210.12
639,Product 639,735.04
640,Product 640,220.85
641,Product 641,943.87
642,Product 642,314.89
643,Product 643,103.12
644,Product 644,260.71
645,Product 645,802.69
646,Product 646,620.96
647,Product 647,142.7
648,Product 648,482.4
649,Product 649,387.28
650,Product 650,692.08
651,Product 651,440.8
652,Product 652,676.35
653,Product 653,374.96
654,Product 654,414.23
655,Product 655,268.16
656,Product 656,864.92
657,Product 657,644.08
658,Product 658,835.15
659,Product 659,446.56
660,Product 660,81.48
661,Product 661,314.79
662,Product 662,561.35
663,Product 663,759.68
664,Product 664,847.06
665,Product 665,794.94
666,Product 666,597.03
667,Product 667,436.5
668,Product 668,214.71
669,Product 669,438.14
670,Product 670,959.64
671,Product 671,690.12
672,Product 672,495.98
673,Product 673,381.27
674,Product 674,375.54
675,Product 675,563.95
676,Product 676,329.03
677,Product 677,467.19
678,Product 678,909.63
679,Product 679,962.7
680,Product 680,528.21
681,Product 681,66.71
682,Product 682,691.59
683,Product 683,777.06
684,Product 684,384.84
685,Product 685,157.46
686,Product 686,233.54
687,Product 687,677.51
688,Product 688,802.4
689,Product 689,225.17
690,Product 690,665.56
691,Product 691,592.94
692,Product 692,357.88
693,Product 693,946.03
694,Product 694,202.41
695,Product 695,255.17
696,Product 696,582.52
697,Product 697,741.86
698,Product 698,170.07
699,Product 699,425.51
700,Product 700,75.68
701,Product 701,551.64
702,Product 702,145.27
703,Product 703,664.34
704,Product 704,979.38
705,Product 705,310.59
706,Product 706,240.56
707,Product 707,900.23
708,Product 708,154.51
709,Product 709,96.05
710,Product 710,853.71
711,Product 711,985.77
712,Product 712,582.25
713,Product 713,299.0
714,Product 714,497.74
715,Product 715,256.63
716,Product 716,870.82
717,Product 717,850.96
718,Product 718,507.38
719,Product 719,678.85
720,Product 720,199.49
721,Product 721,156.5
722,Product 722,519.54
723,Product 723,739.99
724,Product 724,755.82
725,Product 725,341.88
726,Product 726,100.02
727,Product 727,813.69
728,Product 728,368.04
729,Product 729,735.55
730,Product 730,568.66
731,Product 731,781.2
732,Product 732,775.4
733,Product 733,161.18
734,Product 734,830.1
735,Product 735,776.14
736,Product 736,213.76
737,Product 737,959.2
738,Product 738,232.93
739,Product 739,330.87
740,Product 740,185.19
741,Product 741,411.79
742,Product 742,685.36
743,Product 743,764.86
744,Product 744,426.15
745,Product 745,569.77
746,Product 746,305.26
747,Product 747,254.76
748,Product 748,593.85
749,Product 749,118.34
750,Product 750,945.91
751,Product 751,407.88
752,Product 752,403.59
753,Product 753,293.87
754,Product 754,469.17
755,Product 755,359.29
756,Product 756,819.56
757,Product 757,818.86
758,Product 758,71.91
759,Product 759,586.07
760,Product 760,918.87
761,Product 761,653.67
762,Product 762,359.26
763,Product 763,780.61
764,Product 764,651.16
765,Product 765,160.96
766,Product 766,797.03
767,Product 767,186.19
768,Product 768,102.47
769,Product 769,604.53
770,Product 770,756.89
771,Product 771,473.51
772,Product 772,853.26
773,Product 773,98.98
774,Product 774,202.87
775,Product 775,111.71
776,Product 776,776.28
777,Product 777,894.12
778,Product 778,68.42
779,Product 779,415.99
780,Product 780,118.02
781,Product 781,238.4
782,Product 782,534.52
783,Product 783,719.27
784,Product 784,623.27
785,Product 785,818.72
786,Product 786,352.82
787,Product 787,770.94
788,Product 788,204.42
789,Product 789,552.19
790,Product 790,563.36
791,Product 791,580.67
792,Product 792,64.0
793,Product 793,904.18
794,Product 794,158.6
795,Product 795,184.1
796,Product 796,182.82
797,Product 797,918.52
798,Product 798,664.49
799,Product 799,277.0
800,Product 800,687.88
801,Product 801,830.92
802,Product 802,296.87
803,Product 803,356.09
804,Product 804,552.82
805,Product 805,96.81
806,Product 806,777.88
807,Product 807,369.35
808,Product 808,50.14
809,Product 809,142.36
810,Product 810,591.65
811,Product 811,775.25
812,Product 812,809.08
813,Product 813,985.31
814,Product 814,405.19
815,Product 815,562.15
816,Product 816,405.41
817,Product 817,86.16
818,Product 818,432.98
819,Product 819,653.22
820,Product 820,628.03
821,Product 821,138.71
822,Product 822,936.22
823,Product 823,482.67
824,Product 824,840.45
825,Product 825,58.81
826,Product 826,864.14
827,Product 827,678.42
828,Product 828,752.48
829,Product 829,961.06
830,Product 830,725.02
831,Product 831,345.25
832,Product 832,354.19
833,Product 833,948.47
834,Product 834,836.65
835,Product 835,68.7
836,Product 836,768.9
837,Product 837,480.51
838,Product 838,978.98
839,Product 839,205.87
840,Product 840,737.62
841,Product 841,453.47
842,Product 842,592.4
843,Product 843,443.06
844,Product 844,380.23
845,Product 845,710.4
846,Product 846,809.59
847,Product 847,978.01
848,Product 848,576.43
849,Product 849,200.47
850,Product 850,423.67
851,Product 851,473.67
852,Product 852,288.01
853,Product 853,837.26
854,Product 854,488.65
855,Product 855,484.49
856,Product 856,259.99
857,Product 857,923.0
858,Product 858,434.22
859,Product 859,914.77
860,Product 860,571.14
861,Product 861,557.68
862,Product 862,345.5
863,Product 863,935.73
864,Product 864,599.24
865,Product 865,359.48
866,Product 866,400.35
867,Product 867,897.37
868,Product 868,301.83
869,Product 869,307.08
870,Product 870,252.3
871,Product 871,403.89
872,Product 872,585.11
873,Product 873,530.8
874,Product 874,484.47
875,Product 875,362.57
876,Product 876,860.85
877,Product 877,548.69
878,Product 878,702.88
879,Product 879,338.52
880,Product 880,819.47
881,Product 881,274.43
882,Product 882,503.44
883,Product 883,787.76
884,Product 884,824.04
885,Product 885,761.82
886,Product 886,159.96
887,Product 887,431.89
888,Product 888,757.92
889,Product 889,920.01
890,Product 890,332.97
891,Product 891,539.88
892,Product 892,618.9
893,Product 893,572.37
894,Product 894,716.77
895,Product 895,259.43
896,Product 896,259.48
897,Product 897,415.83
898,Product 898,978.39
899,Product 899,855.51
900,Product 900,952.79
901,Product 901,165.54
902,Product 902,112.98
903,Product 903,566.1
904,Product 904,653.72
905,Product 905,781.7
906,Product 906,850.31
907,Product 907,478.52
908,Product 908,611.3
909,Product 909,164.41
910,Product 910,702.25
911,Product 911,765.86
912,Product 912,501.99
913,Product 913,964.91
914,Product 914,823.56
915,Product 915,941.4
916,Product 916,494.89
917,Product 917,536.36
918,Product 918,787.34
919,Product 919,877.46
920,Product 920,485.7
921,Product 921,749.87
922,Product 922,283.1
923,Product 923,67.04
924,Product 924,575.16
925,Product 925,85.79
926,Product 926,647.59
927,Product 927,70.6
928,Product 928,769.68
929,Product 929,748.61
930,Product 930,57.71
931,Product 931,751.97
932,Product 932,818.62
933,Product 933,342.98
934,Product 934,283.81
935,Product 935,325.8
936,Product 936,498.11
937,Product 937,976.13
938,Product 938,978.62
939,Product 939,877.65
940,Product 940,664.83
941,Product 941,550.57
942,Product 942,893.1
943,Product 943,326.58
944,Product 944,171.22
945,Product 945,658.08
946,Product 946,602.67
947,Product 947,467.11
948,Product 948,879.4
949,Product 949,425.42
950,Product 950,851.33
951,Product 951,92.76
952,Product 952,102.05
953,Product 953,95.54
954,Product 954,576.88
955,Product 955,234.78
956,Product 956,911.22
957,Product 957,452.35
958,Product 958,419.1
959,Product 959,452.5
960,Product 960,337.3
961,Product 961,407.27
962,Product 962,704.02
963,Product 963,900.43
964,Product 964,879.49
965,Product 965,200.14
966,Product 966,255.2
967,Product 967,367.59
968,Product 968,931.62
969,Product 969,306.04
970,Product 970,237.13
971,Product 971,898.14
972,Product 972,620.28
973,Product 973,414.54
974,Product 974,204.65
975,Product 975,658.86
976,Product 976,875.91
977,Product 977,924.52
978,Product 978,59.4
979,Product 979,305.3
980,Product 980,958.98
981,Product 981,273.81
982,Product 982,637.59
983,Product 983,825.04
984,Product 984,119.71
985,Product 985,249.87
986,Product 986,101.14
987,Product 987,239.65
988,Product 988,728.32
989,Product 989,405.95
990,Product 990,318.44
991,Product 991,869.16
992,Product 992,74.14
993,Product 993,811.36
994,Product 994,105.51
995,Product 995,261.67
996,Product 996,771.89
997,Product 997,414.48
998,Product 998,132.88
999,Product 999,422.56
1000,Product 1000,362.06
1001,Product 1001,535.27
1002,Product 1002,737.56
1003,Product 1003,640.35
1004,Product 1004,373.24
1005,Product 1005,866.18
1006,Product 1006,537.96
1007,Product 1007,87.81
1008,Product 1008,294.78
1009,Product 1009,393.23
1010,Product 1010,755.94
1011,Product 1011,824.77
1012,Product 1012,524.56
1013,Product 1013,626.61
1014,Product 1014,883.27
1015,Product 1015,50.23
1016,Product 1016,109.14
1017,Product 1017,452.77
1018,Product 1018,333.77
1019,Product 1019,423.12
1020,Product 1020,513.69
1021,Product 1021,987.42
1022,Product 1022,122.33
1023,Product 1023,243.08
1024,Product 1024,456.9
1025,Product 1025,631.02
1026,Product 1026,499.77
1027,Product 1027,594.1
1028,Product 1028,82.03
1029,Product 1029,279.78
1030,Product 1030,918.77
1031,Product 1031,385.81
1032,Product 1032,243.93
1033,Product 1033,725.06
1034,Product 1034,409.65
1035,Product 1035,961.64
1036,Product 1036,610.7
1037,Product 1037,540.13
1038,Product 1038,534.44
1039,Product 1039,592.96
1040,Product 1040,404.16
1041,Product 1041,705.18
1042,Product 1042,619.4
1043,Product 1043,691.26
1044,Product 1044,299.57
1045,Product 1045,776.34
1046,Product 1046,334.21
1047,Product 1047,175.95
1048,Product 1048,629.34
1049,Product 1049,63.98
1050,Product 1050,466.01
1051,Product 1051,645.27
1052,Product 1052,102.07
1053,Product 1053,128.22
1054,Product 1054,127.2
1055,Product 1055,356.41
1056,Product 1056,481.16
1057,Product 1057,250.69
1058,Product 1058,256.68
1059,Product 1059,202.93
1060,Product 1060,549.76
1061,Product 1061,163.29
1062,Product 1062,448.38
1063,Product 1063,253.66
1064,Product 1064,318.48
1065,Product 1065,931.2
1066,Product 1066,734.59
1067,Product 1067,369.47
1068,Product 1068,585.7
1069,Product 1069,88.65
1070,Product 1070,526.21
1071,Product 1071,855.17
1072,Product 1072,113.68
1073,Product 1073,746.89
1074,Product 1074,738.34
1075,Product 1075,332.62
1076,Product 1076,400.1
1077,Product 1077,875.14
1078,Product 1078,264.48
1079,Product 1079,476.65
1080,Product 1080,355.85
1081,Product 1081,171.28
1082,Product 1082,993.99
1083,Product 1083,725.23
1084,Product 1084,470.86
1085,Product 1085,839.0
1086,Product 1086,435.81
1087,Product 1087,217.72
1088,Product 1088,387.98
1089,Product 1089,362.0
1090,Product 1090,165.65
1091,Product 1091,153.63
1092,Product 1092,467.45
1093,Product 1093,552.11
1094,Product 1094,118.07
1095,Product 1095,710.05
1096,Product 1096,408.68
1097,Product 1097,371.84
1098,Product 1098,342.86
1099,Product 1099,167.88
1100,Product 1100,233.13
1101,Product 1101,131.11
1102,Product 1102,521.19
1103,Product 1103,904.53
1104,Product 1104,576.8
1105,Product 1105,544.45
1106,Product 1106,343.91
1107,Product 1107,568.88
1108,Product 1108,435.75
1109,Product 1109,321.12
1110,Product 1110,577.36
1111,Product 1111,667.73
1112,Product 1112,643.83
1113,Product 1113,102.35
1114,Product 1114,888.67
1115,Product 1115,893.74
1116,Product 1116,894.05
1117,Product 1117,869.25
1118,Product 1118,513.94
1119,Product 1119,124.2
1120,Product 1120,988.58
1121,Product 1121,756.54
1122,Product 1122,745.22
1123,Product 1123,299.04
1124,Product 1124,71.65
1125,Product 1125,746.69
1126,Product 1126,345.3
1127,Product 1127,705.76
1128,Product 1128,358.48
1129,Product 1129,713.55
1130,Product 1130,648.03
1131,Product 1131,79.24
1132,Product 1132,220.54
1133,Product 1133,398.35
1134,Product 1134,932.17
1135,Product 1135,327.04
1136,Product 1136,267.69
1137,Product 1137,149.51
1138,Product 1138,569.98
1139,Product 1139,347.55
1140,Product 1140,139.14
1141,Product 1141,702.24
1142,Product 1142,203.35
1143,Product 1143,107.96
1144,Product 1144,258.97
1145,Product 1145,410.24
1146,Product 1146,380.71
1147,Product 1147,972.97
1148,Product 1148,294.75
1149,Product 1149,453.12
1150,Product 1150,659.9
1151,Product 1151,460.17
1152,Product 1152,847.31
1153,Product 1153,374.89
1154,Product 1154,728.09
1155,Product 1155,416.28
1156,Product 1156,959.89
1157,Product 1157,264.28
1158,Product 1158,193.71
1159,Product 1159,231.52
1160,Product 1160,385.56
1161,Product 1161,914.18
1162,Product 1162,237.44
1163,Product 1163,614.43
1164,Product 1164,206.14
1165,Product 1165,837.74
1166,Product 1166,651.24
1167,Product 1167,209.83
1168,Product 1168,854.97
1169,Product 1169,869.87
1170,Product 1170,748.49
1171,Product 1171,384.04
1172,Product 1172,775.58
1173,Product 1173,243.91
1174,Product 1174,751.26
1175,Product 1175,233.17
1176,Product 1176,929.05
1177,Product 1177,439.76
1178,Product 1178,874.23
1179,Product 1179,463.97
1180,Product 1180,816.08
1181,Product 1181,702.81
1182,Product 1182,747.15
1183,Product 1183,616.04
1184,Product 1184,352.05
1185,Product 1185,202.64
1186,Product 1186,848.74
1187,Product 1187,173.14
1188,Product 1188,788.53
1189,Product 1189,441.63
1190,Product 1190,210.21
1191,Product 1191,763.64
1192,Product 1192,225.18
1193,Product 1193,519.74
1194,Product 1194,469.1
1195,Product 1195,784.4
1196,Product 1196,395.44
1197,Product 1197,547.13
1198,Product 1198,733.07
1199,Product 1199,781.43
1200,Product 1200,513.45
1201,Product 1201,142.6
1202,Product 1202,390.64
1203,Product 1203,370.45
1204,Product 1204,798.81
1205,Product 1205,658.35
1206,Product 1206,956.78
1207,Product 1207,411.06
1208,Product 1208,709.07
1209,Product 1209,782.77
1210,Product 1210,808.68
1211,Product 1211,748.79
1212,Product 1212,117.14
1213,Product 1213,169.22
1214,Product 1214,770.57
1215,Product 1215,794.07
1216,Product 1216,116.34
1217,Product 1217,587.55
1218,Product 1218,305.66
1219,Product 1219,720.96
1220,Product 1220,817.62
1221,Product 1221,262.61
1222,Product 1222,687.04
1223,Product 1223,975.03
1224,Product 1224,988.64
1225,Product 1225,639.71
1226,Product 1226,251.75
1227,Product 1227,136.1
1228,Product 1228,180.69
